date,fed_total_assets,tga,rrp,fed_net_liquidity
2025-07-07,6659598.0,359516.0,218.03,6299863.97
2025-07-08,6659598.0,359516.0,219.415,6299862.585
2025-07-09,6661912.0,319889.0,227.273,6341795.727
2025-07-10,6661912.0,319889.0,183.339,6341839.661
2025-07-11,6661912.0,319889.0,181.637,6341841.363
2025-07-14,6661912.0,319889.0,217.841,6341805.159
2025-07-15,6661912.0,319889.0,198.277,6341824.723
2025-07-16,6659273.0,296247.0,197.086,6362828.914
2025-07-17,6659273.0,296247.0,193.66,6362832.34
2025-07-18,6659273.0,296247.0,199.298,6362826.702
2025-07-21,6659273.0,296247.0,213.666,6362812.334
2025-07-22,6659273.0,296247.0,196.374,6362829.626
2025-07-23,6657715.0,323176.0,189.632,6334349.368
2025-07-24,6657715.0,323176.0,132.186,6334406.814
2025-07-25,6657715.0,323176.0,150.509,6334388.491
2025-07-28,6657715.0,323176.0,170.463,6334368.5370000005
2025-07-29,6657715.0,323176.0,171.018,6334367.982
2025-07-30,6642578.0,370507.0,155.481,6271915.519
2025-07-31,6642578.0,370507.0,214.445,6271856.555
2025-08-01,6642578.0,370507.0,97.426,6271973.574
2025-08-04,6642578.0,370507.0,125.73,6271945.27
2025-08-05,6642578.0,370507.0,84.356,6271986.644
2025-08-06,6640843.0,421043.0,91.966,6219708.034
2025-08-07,6640843.0,421043.0,77.961,6219722.039
2025-08-08,6640843.0,421043.0,80.303,6219719.697
2025-08-11,6640843.0,421043.0,82.214,6219717.786
2025-08-12,6640843.0,421043.0,57.492,6219742.508
2025-08-13,6643615.0,504304.0,57.202,6139253.798
2025-08-14,6643615.0,504304.0,28.818,6139282.182
2025-08-15,6643615.0,504304.0,33.757,6139277.243
2025-08-18,6643615.0,504304.0,38.24,6139272.76
2025-08-19,6643615.0,504304.0,22.344,6139288.656
2025-08-20,6618415.0,519534.0,34.999,6098846.001
2025-08-21,6618415.0,519534.0,25.358,6098855.642
2025-08-22,6618415.0,519534.0,36.275,6098844.725
2025-08-25,6618415.0,519534.0,47.567,6098833.433
2025-08-26,6618415.0,519534.0,28.574,6098852.426
2025-08-27,6603384.0,589998.0,34.744,6013351.256
2025-08-28,6603384.0,589998.0,31.966,6013354.034
2025-08-29,6603384.0,589998.0,77.898,6013308.102
2025-09-02,6603384.0,589998.0,21.066,6013364.934
2025-09-03,6602071.0,597513.0,17.923,6004540.077
2025-09-04,6602071.0,597513.0,20.128,6004537.8719999995
2025-09-05,6602071.0,597513.0,20.997,6004537.0030000005
2025-09-08,6602071.0,597513.0,19.416,6004538.584
2025-09-09,6602071.0,597513.0,22.915,6004535.085
2025-09-10,6605962.0,672274.0,29.4,5933658.6
2025-09-11,6605962.0,672274.0,26.897,5933661.103
2025-09-12,6605962.0,672274.0,17.331,5933670.669
2025-09-15,6605962.0,672274.0,16.954,5933671.046
2025-09-16,6605962.0,672274.0,18.817,5933669.183
2025-09-17,6608597.0,756376.0,13.963,5852207.0370000005
2025-09-18,6608597.0,756376.0,13.707,5852207.293
2025-09-19,6608597.0,756376.0,11.363,5852209.637
2025-09-22,6608597.0,756376.0,14.173,5852206.827
2025-09-23,6608597.0,756376.0,14.402,5852206.598
2025-09-24,6608395.0,804856.0,29.172,5803509.828
2025-09-25,6608395.0,804856.0,25.369,5803513.631
2025-09-26,6608395.0,804856.0,48.073,5803490.927
2025-09-29,6608395.0,804856.0,56.22,5803482.78
2025-09-30,6608395.0,804856.0,49.071,5803489.929
2025-10-01,6587119.0,805139.0,10.179,5781969.821
2025-10-02,6587119.0,805139.0,8.436,5781971.564
2025-10-03,6587119.0,805139.0,25.392,5781954.608
2025-10-06,6587119.0,805139.0,21.776,5781958.224
2025-10-07,6587119.0,805139.0,4.622,5781975.3780000005
2025-10-08,6590815.0,807428.0,5.231,5783381.769
2025-10-09,6590815.0,807428.0,4.496,5783382.504
2025-10-10,6590815.0,807428.0,4.124,5783382.876
2025-10-14,6590815.0,807428.0,3.516,5783383.484
2025-10-15,6596454.0,809593.0,5.484,5786855.516
2025-10-16,6596454.0,809593.0,6.96,5786854.04
2025-10-17,6596454.0,809593.0,4.102,5786856.898
2025-10-20,6596454.0,809593.0,5.931,5786855.069
2025-10-21,6596454.0,809593.0,4.699,5786856.301
2025-10-22,6589533.0,908001.0,4.005,5681527.995
2025-10-23,6589533.0,908001.0,6.941,5681525.059
2025-10-24,6589533.0,908001.0,2.435,5681529.5649999995
2025-10-27,6589533.0,908001.0,10.642,5681521.358
2025-10-28,6589533.0,908001.0,14.096,5681517.904
2025-10-29,6587034.0,957990.0,19.504,5629024.496
2025-10-30,6587034.0,957990.0,19.166,5629024.834
2025-10-31,6587034.0,957990.0,51.802,5628992.198
2025-11-03,6587034.0,957990.0,23.792,5629020.208
2025-11-04,6587034.0,957990.0,16.983,5629027.017
2025-11-05,6572732.0,940979.0,12.814,5631740.186
2025-11-06,6572732.0,940979.0,10.754,5631742.246
2025-11-07,6572732.0,940979.0,4.903,5631748.097
2025-11-10,6572732.0,940979.0,7.152,5631745.848
2025-11-12,6580462.0,953816.0,5.886,5626640.114
2025-11-13,6580462.0,953816.0,3.761,5626642.239
2025-11-14,6580462.0,953816.0,1.559,5626644.441
2025-11-17,6580462.0,953816.0,3.172,5626642.828
2025-11-18,6580462.0,953816.0,0.905,5626645.095
2025-11-19,6555283.0,941926.0,1.129,5613355.871
2025-11-20,6555283.0,941926.0,6.52,5613350.48
2025-11-21,6555283.0,941926.0,2.503,5613354.4969999995
2025-11-24,6555283.0,941926.0,1.077,5613355.923
2025-11-25,6555283.0,941926.0,2.314,5613354.686
2025-11-26,6552419.0,903394.0,2.217,5649022.783
2025-11-28,6552419.0,903394.0,7.561,5649017.439
2025-12-01,6552419.0,903394.0,3.24,5649021.76
2025-12-02,6552419.0,903394.0,5.62,5649019.38
2025-12-03,6535781.0,937167.0,2.514,5598611.486
2025-12-04,6535781.0,937167.0,2.233,5598611.767
2025-12-05,6535781.0,937167.0,1.485,5598612.515
2025-12-08,6535781.0,937167.0,1.703,5598612.297
2025-12-09,6535781.0,937167.0,3.211,5598610.789
2025-12-10,6539303.0,858946.0,5.045,5680351.955
2025-12-11,6539303.0,858946.0,2.874,5680354.126
2025-12-12,6539303.0,858946.0,0.838,5680356.1620000005
2025-12-15,6539303.0,858946.0,2.601,5680354.399
2025-12-16,6539303.0,858946.0,1.554,5680355.446
2025-12-17,6556861.0,833093.0,10.361,5723757.639
2025-12-18,6556861.0,833093.0,11.708,5723756.292
2025-12-19,6556861.0,833093.0,3.047,5723764.953
2025-12-22,6556861.0,833093.0,1.523,5723766.477
2025-12-23,6556861.0,833093.0,5.893,5723762.107
2025-12-24,6581231.0,837120.0,4.803,5744106.197
2025-12-26,6581231.0,837120.0,20.339,5744090.661
2025-12-29,6581231.0,837120.0,10.551,5744100.449
2025-12-30,6581231.0,837120.0,12.605,5744098.395
2025-12-31,6640618.0,837306.0,105.993,5803206.007
2026-01-02,6640618.0,837306.0,5.667,5803306.333
2026-01-05,6640618.0,837306.0,6.485,5803305.515
2026-01-06,6640618.0,837306.0,2.582,5803309.418
2026-01-07,6573602.0,796148.0,4.582,5777449.418
2026-01-08,6573602.0,796148.0,3.083,5777450.917
2026-01-09,6573602.0,796148.0,3.28,5777450.72
2026-01-12,6573602.0,796148.0,3.402,5777450.598
2026-01-13,6573602.0,796148.0,3.277,5777450.723
2026-01-14,6581700.0,779175.0,3.223,5802521.777
2026-01-15,6581700.0,779175.0,2.003,5802522.9969999995
2026-01-16,6581700.0,779175.0,1.222,5802523.778
2026-01-20,6581700.0,779175.0,3.506,5802521.494
2026-01-21,6584580.0,869261.0,3.344,5715315.6559999995
2026-01-22,6584580.0,869261.0,2.058,5715316.942
2026-01-23,6584580.0,869261.0,0.927,5715318.073
2026-01-26,6584580.0,869261.0,1.489,5715317.511
2026-01-27,6584580.0,869261.0,1.253,5715317.7469999995
2026-01-28,6587568.0,923042.0,1.103,5664524.897
2026-01-29,6587568.0,923042.0,2.852,5664523.148
2026-01-30,6587568.0,923042.0,9.629,5664516.371
2026-02-02,6587568.0,923042.0,10.415,5664515.585
2026-02-03,6587568.0,923042.0,1.785,5664524.215
2026-02-04,6605909.0,908773.0,2.414,5697133.586
2026-02-05,6605909.0,908773.0,1.748,5697134.252
2026-02-06,6605909.0,908773.0,3.111,5697132.889
2026-02-09,6605909.0,908773.0,1.306,5697134.694
2026-02-10,6605909.0,908773.0,1.447,5697134.553
2026-02-11,6622382.0,915306.0,1.048,5707074.952
2026-02-12,6622382.0,915306.0,2.844,5707073.1559999995
2026-02-13,6622382.0,915306.0,0.377,5707075.623
2026-02-17,6622382.0,915306.0,0.441,5707075.559
2026-02-18,6613395.0,912727.0,0.856,5700667.144
2026-02-19,6613395.0,912727.0,0.632,5700667.368
2026-02-20,6613395.0,912727.0,0.496,5700667.504
2026-02-23,6613395.0,912727.0,0.877,5700667.123
2026-02-24,6613395.0,912727.0,0.917,5700667.083
2026-02-25,6613797.0,887612.0,1.159,5726183.841
2026-02-26,6613797.0,887612.0,3.796,5726181.204
2026-02-27,6613797.0,887612.0,16.318,5726168.682
